team_id,country_name
37176,Morocco
6603,Morocco
2068,Morocco
9099,Morocco
6371,Morocco
3282,Morocco
79389,Morocco
22935,Morocco
22944,Morocco
30625,Morocco
74953,Morocco
14462,Morocco
12721,Morocco
4697,Morocco
103954,Morocco
59771,Morocco
11,England
