player_id,team_id
665738,37176
732950,37176
1110732,37176
885704,37176
599573,37176
1044891,37176
468244,37176
519192,37176
838829,37176
522302,37176
842418,37176
191407,37176
776215,37176
1091178,37176
665744,37176
847288,37176
1210200,37176
348772,37176
355641,37176
97925,37176
1165481,37176
373594,37176
836640,37176
575594,37176
868636,37176
882910,37176
146143,37176
240708,6603
667970,6603
330726,6603
800363,6603
273432,6603
441982,6603
513275,6603
728597,6603
353476,6603
245194,6603
517712,6603
1235899,6603
1330446,6603
1005645,6603
1274628,6603
342719,6603
732953,6603
217111,6603
544414,6603
1253671,6603
263951,6603
240707,6603
881744,6603
916708,6603
546225,6603
382417,6603
743585,6603
925782,6603
681691,6603
55619,6603
1311408,6603
1302206,6603
974042,2068
1150962,2068
262685,2068
822538,2068
240712,2068
617592,2068
274235,2068
241324,2068
1274436,2068
738952,2068
560873,2068
847308,2068
679259,2068
904603,2068
569755,2068
518804,2068
969934,2068
238634,2068
371606,2068
988205,2068
245193,2068
913377,2068
707310,2068
318904,2068
1079652,9099
876730,9099
711572,9099
199704,9099
507374,9099
573065,9099
859133,9099
371211,9099
553100,9099
1105266,9099
238997,9099
660041,9099
711281,9099
518802,9099
689431,9099
631508,9099
742502,9099
872090,9099
518801,9099
635927,9099
904465,9099
734155,9099
1299944,9099
1055358,9099
366744,6371
799742,6371
816064,6371
1134249,6371
738951,6371
556272,6371
844795,6371
737182,6371
593405,6371
1232068,6371
627926,6371
1055193,6371
1039603,6371
834876,6371
1150961,6371
507134,6371
1203514,6371
838828,6371
844300,6371
920971,6371
717213,6371
667994,6371
981522,6371
811084,6371
508643,3282
913361,3282
262953,3282
290768,3282
339552,3282
1091104,3282
1341102,3282
682847,3282
308265,3282
1176891,3282
1317548,3282
1176890,3282
721818,3282
863795,3282
858584,3282
712126,3282
689435,3282
1174262,3282
1115476,3282
367149,3282
1344495,3282
1235905,3282
255642,3282
692591,3282
1370739,3282
306668,3282
1091105,3282
356586,3282
1139810,3282
1266261,3282
842564,3282
343949,3282
1055339,79389
713000,79389
235602,79389
1332783,79389
1175868,79389
1267107,79389
727209,79389
667999,79389
1245251,79389
1134255,79389
904578,79389
943495,79389
1066475,79389
1267109,79389
276255,79389
869457,79389
1430198,79389
593478,79389
1074351,79389
537209,79389
1180814,79389
1443774,79389
848947,79389
667966,79389
245346,79389
64490,79389
708663,79389
1443785,79389
667992,79389
239291,79389
1134252,79389
1246533,79389
1028119,79389
1055313,79389
1180811,79389
926103,79389
1091486,79389
238952,22935
1371032,22935
913644,22935
926806,22935
352125,22935
1322435,22935
789533,22935
353473,22935
709481,22935
908118,22935
1036559,22935
918020,22935
292309,22935
1110587,22935
1174677,22935
642295,22935
1184401,22935
467571,22935
1327935,22935
1337458,22935
920577,22935
1194144,22935
1153106,22935
1233132,22935
1270327,22935
1338486,22935
182912,22935
975918,22935
491280,22935
1134278,22935
593395,22944
1263250,22944
823069,22944
1258563,22944
518828,22944
1258564,22944
1065548,22944
244941,22944
1097559,22944
846437,22944
858910,22944
908108,22944
1235904,22944
312825,22944
1233335,22944
836467,22944
712125,22944
203755,22944
182885,22944
364239,22944
1235902,22944
848420,22944
681726,22944
902847,22944
860299,22944
929321,22944
1256643,22944
650001,22944
842528,30625
484572,30625
234836,30625
239127,30625
1340455,30625
1340454,30625
864078,30625
868656,30625
857713,30625
933020,30625
1309589,30625
1123784,30625
805351,30625
1102874,30625
1416427,30625
1105269,30625
440323,30625
1125067,30625
1263910,30625
1459802,30625
518849,30625
703639,30625
375635,30625
1092073,30625
643992,30625
536874,30625
850874,30625
520441,30625
712124,30625
238963,30625
1097549,30625
366783,30625
556868,74953
617083,74953
855878,74953
926537,74953
790406,74953
1406018,74953
1263222,74953
837173,74953
234900,74953
1428468,74953
822539,74953
731876,74953
1264456,74953
365362,74953
1210076,74953
1076082,74953
558706,74953
1274616,74953
858917,74953
800365,74953
897600,74953
1033958,74953
549322,74953
1203684,74953
499511,74953
800592,74953
1060545,74953
727252,74953
1309132,74953
1262530,74953
665743,74953
667972,74953
727075,74953
738953,74953
1203850,14462
820480,14462
1210182,14462
235116,14462
1422476,14462
1087382,14462
366775,14462
738071,14462
176573,14462
717216,14462
617595,14462
1336614,14462
1210187,14462
275262,14462
1178984,14462
863506,14462
891953,14462
1172375,14462
1307857,14462
1273576,14462
1076078,14462
1302320,14462
902827,14462
840930,14462
882909,14462
1002677,14462
1004272,14462
1307908,14462
321629,14462
539612,12721
496570,12721
1191484,12721
683336,12721
717214,12721
240721,12721
245202,12721
836632,12721
859901,12721
203378,12721
507358,12721
1333330,12721
1303960,12721
846673,12721
660039,12721
1064714,12721
1204741,12721
77385,12721
1183709,12721
240714,12721
461581,12721
701611,12721
823072,12721
972603,12721
1307015,12721
1416877,4697
1033957,4697
1370977,4697
1133028,4697
902834,4697
1262531,4697
1204104,4697
1267056,4697
530999,4697
231941,4697
1230677,4697
867271,4697
840926,4697
1043567,4697
588635,4697
720443,4697
1440454,4697
841119,4697
990144,4697
1188206,4697
1258577,4697
717223,4697
902813,4697
1269733,4697
951671,4697
1048594,4697
691877,4697
841118,4697
841736,4697
1203849,4697
1410532,4697
1459207,4697
536879,4697
519245,4697
897139,4697
885446,103954
1338344,103954
1338402,103954
1338340,103954
1297881,103954
1203683,103954
1338336,103954
244921,103954
1338946,103954
1260898,103954
799020,103954
1133029,103954
1338337,103954
1203885,103954
1293625,103954
1256586,103954
1338434,103954
903847,103954
902853,103954
502657,103954
234897,103954
375626,103954
625170,103954
1260850,103954
1338341,103954
499513,103954
736943,103954
375629,103954
262895,103954
1268379,103954
1338250,59771
902800,59771
1338253,59771
1338805,59771
1211423,59771
1207194,59771
689433,59771
949538,59771
925830,59771
1207223,59771
1211503,59771
1338256,59771
