player_id,cont_id
665738,"665738_Current"
732950,"732950_Current"
1110732,"1110732_Current"
885704,"885704_Current"
599573,"599573_Current"
1044891,"1044891_Current"
468244,"468244_Current"
519192,"519192_Current"
838829,"838829_Current"
522302,"522302_Current"
842418,"842418_Current"
191407,"191407_Current"
776215,"776215_Current"
1091178,"1091178_Current"
665744,"665744_Current"
847288,"847288_Current"
1210200,"1210200_Current"
348772,"348772_Current"
355641,"355641_Current"
97925,"97925_Current"
1165481,"1165481_Current"
373594,"373594_Current"
836640,"836640_Current"
575594,"575594_Current"
868636,"868636_Current"
882910,"882910_Current"
146143,"146143_Current"
240708,"240708_Current"
667970,"667970_Current"
330726,"330726_Current"
800363,"800363_Current"
273432,"273432_Current"
441982,"441982_Current"
513275,"513275_Current"
728597,"728597_Current"
353476,"353476_Current"
245194,"245194_Current"
517712,"517712_Current"
1235899,"1235899_Current"
1330446,"1330446_Current"
1005645,"1005645_Current"
1274628,"1274628_Current"
342719,"342719_Current"
732953,"732953_Current"
217111,"217111_Current"
544414,"544414_Current"
1253671,"1253671_Current"
263951,"263951_Current"
240707,"240707_Current"
881744,"881744_Current"
916708,"916708_Current"
546225,"546225_Current"
382417,"382417_Current"
743585,"743585_Current"
925782,"925782_Current"
681691,"681691_Current"
55619,"55619_Current"
1311408,"1311408_Current"
1302206,"1302206_Current"
974042,"974042_Current"
1150962,"1150962_Current"
262685,"262685_Current"
822538,"822538_Current"
240712,"240712_Current"
617592,"617592_Current"
274235,"274235_Current"
241324,"241324_Current"
1274436,"1274436_Current"
738952,"738952_Current"
560873,"560873_Current"
847308,"847308_Current"
679259,"679259_Current"
904603,"904603_Current"
569755,"569755_Current"
518804,"518804_Current"
969934,"969934_Current"
238634,"238634_Current"
371606,"371606_Current"
988205,"988205_Current"
245193,"245193_Current"
913377,"913377_Current"
707310,"707310_Current"
318904,"318904_Current"
1079652,"1079652_Current"
876730,"876730_Current"
711572,"711572_Current"
199704,"199704_Current"
507374,"507374_Current"
573065,"573065_Current"
859133,"859133_Current"
371211,"371211_Current"
553100,"553100_Current"
1105266,"1105266_Current"
238997,"238997_Current"
660041,"660041_Current"
711281,"711281_Current"
518802,"518802_Current"
689431,"689431_Current"
631508,"631508_Current"
742502,"742502_Current"
872090,"872090_Current"
518801,"518801_Current"
635927,"635927_Current"
904465,"904465_Current"
734155,"734155_Current"
1299944,"1299944_Current"
1055358,"1055358_Current"
366744,"366744_Current"
799742,"799742_Current"
816064,"816064_Current"
1134249,"1134249_Current"
738951,"738951_Current"
556272,"556272_Current"
844795,"844795_Current"
737182,"737182_Current"
593405,"593405_Current"
1232068,"1232068_Current"
627926,"627926_Current"
1055193,"1055193_Current"
1039603,"1039603_Current"
834876,"834876_Current"
1150961,"1150961_Current"
507134,"507134_Current"
1203514,"1203514_Current"
838828,"838828_Current"
844300,"844300_Current"
920971,"920971_Current"
717213,"717213_Current"
667994,"667994_Current"
981522,"981522_Current"
811084,"811084_Current"
508643,"508643_Current"
913361,"913361_Current"
262953,"262953_Current"
290768,"290768_Current"
339552,"339552_Current"
1091104,"1091104_Current"
1341102,"1341102_Current"
682847,"682847_Current"
308265,"308265_Current"
1176891,"1176891_Current"
1317548,"1317548_Current"
1176890,"1176890_Current"
721818,"721818_Current"
863795,"863795_Current"
858584,"858584_Current"
712126,"712126_Current"
689435,"689435_Current"
1174262,"1174262_Current"
1115476,"1115476_Current"
367149,"367149_Current"
1344495,"1344495_Current"
1235905,"1235905_Current"
255642,"255642_Current"
692591,"692591_Current"
1370739,"1370739_Current"
306668,"306668_Current"
1091105,"1091105_Current"
356586,"356586_Current"
1139810,"1139810_Current"
1266261,"1266261_Current"
842564,"842564_Current"
343949,"343949_Current"
1055339,"1055339_Current"
713000,"713000_Current"
235602,"235602_Current"
1332783,"1332783_Current"
1175868,"1175868_Current"
1267107,"1267107_Current"
727209,"727209_Current"
667999,"667999_Current"
1245251,"1245251_Current"
1134255,"1134255_Current"
904578,"904578_Current"
943495,"943495_Current"
1066475,"1066475_Current"
1267109,"1267109_Current"
276255,"276255_Current"
869457,"869457_Current"
1430198,"1430198_Current"
593478,"593478_Current"
1074351,"1074351_Current"
537209,"537209_Current"
1180814,"1180814_Current"
1443774,"1443774_Current"
848947,"848947_Current"
667966,"667966_Current"
245346,"245346_Current"
64490,"64490_Current"
708663,"708663_Current"
1443785,"1443785_Current"
667992,"667992_Current"
239291,"239291_Current"
1134252,"1134252_Current"
1246533,"1246533_Current"
1028119,"1028119_Current"
1055313,"1055313_Current"
1180811,"1180811_Current"
926103,"926103_Current"
1091486,"1091486_Current"
238952,"238952_Current"
1371032,"1371032_Current"
913644,"913644_Current"
926806,"926806_Current"
352125,"352125_Current"
1322435,"1322435_Current"
789533,"789533_Current"
353473,"353473_Current"
709481,"709481_Current"
908118,"908118_Current"
1036559,"1036559_Current"
918020,"918020_Current"
292309,"292309_Current"
1110587,"1110587_Current"
1174677,"1174677_Current"
642295,"642295_Current"
1184401,"1184401_Current"
467571,"467571_Current"
1327935,"1327935_Current"
1337458,"1337458_Current"
920577,"920577_Current"
1194144,"1194144_Current"
1153106,"1153106_Current"
1233132,"1233132_Current"
1270327,"1270327_Current"
1338486,"1338486_Current"
182912,"182912_Current"
975918,"975918_Current"
491280,"491280_Current"
1134278,"1134278_Current"
593395,"593395_Current"
1263250,"1263250_Current"
823069,"823069_Current"
1258563,"1258563_Current"
518828,"518828_Current"
1258564,"1258564_Current"
1065548,"1065548_Current"
244941,"244941_Current"
1097559,"1097559_Current"
846437,"846437_Current"
858910,"858910_Current"
908108,"908108_Current"
1235904,"1235904_Current"
312825,"312825_Current"
1233335,"1233335_Current"
836467,"836467_Current"
712125,"712125_Current"
203755,"203755_Current"
182885,"182885_Current"
364239,"364239_Current"
1235902,"1235902_Current"
848420,"848420_Current"
681726,"681726_Current"
902847,"902847_Current"
860299,"860299_Current"
929321,"929321_Current"
1256643,"1256643_Current"
650001,"650001_Current"
842528,"842528_Current"
484572,"484572_Current"
234836,"234836_Current"
239127,"239127_Current"
1340455,"1340455_Current"
1340454,"1340454_Current"
864078,"864078_Current"
868656,"868656_Current"
857713,"857713_Current"
933020,"933020_Current"
1309589,"1309589_Current"
1123784,"1123784_Current"
805351,"805351_Current"
1102874,"1102874_Current"
1416427,"1416427_Current"
1105269,"1105269_Current"
440323,"440323_Current"
1125067,"1125067_Current"
1263910,"1263910_Current"
1459802,"1459802_Current"
518849,"518849_Current"
703639,"703639_Current"
375635,"375635_Current"
1092073,"1092073_Current"
643992,"643992_Current"
536874,"536874_Current"
850874,"850874_Current"
520441,"520441_Current"
712124,"712124_Current"
238963,"238963_Current"
1097549,"1097549_Current"
366783,"366783_Current"
556868,"556868_Current"
617083,"617083_Current"
855878,"855878_Current"
926537,"926537_Current"
790406,"790406_Current"
1406018,"1406018_Current"
1263222,"1263222_Current"
837173,"837173_Current"
234900,"234900_Current"
1428468,"1428468_Current"
822539,"822539_Current"
731876,"731876_Current"
1264456,"1264456_Current"
365362,"365362_Current"
1210076,"1210076_Current"
1076082,"1076082_Current"
558706,"558706_Current"
1274616,"1274616_Current"
858917,"858917_Current"
800365,"800365_Current"
897600,"897600_Current"
1033958,"1033958_Current"
549322,"549322_Current"
1203684,"1203684_Current"
499511,"499511_Current"
800592,"800592_Current"
1060545,"1060545_Current"
727252,"727252_Current"
1309132,"1309132_Current"
1262530,"1262530_Current"
665743,"665743_Current"
667972,"667972_Current"
727075,"727075_Current"
738953,"738953_Current"
1203850,"1203850_Current"
820480,"820480_Current"
1210182,"1210182_Current"
