team_id,league_id
36268,937
36268,937
35,17
24394,937
55035,937
55035,937
55035,937
41757,937
55025,937
55025,937
55025,937
80395,937
204299,937
55043,937
55043,937
55043,937
87180,937
263373,937
55039,937
55039,937
47696,937
55027,937
479104,937
