manager_id,team_id
811121,36268
811121,36268
794090,35
789680,24394
784839,55035
784839,55035
784839,55035
788824,41757
813800,55025
813800,55025
813800,55025
790983,80395
813733,204299
785244,55043
785244,55043
784469,87180
796396,263373
791632,55039
791632,55039
814432,47696
806275,55027
