stat_id,player_id
"797021_937_78750",797021
"797021_937_65433",797021
"797021_937_54108",797021
"1213240_937_78750",1213240
"1213240_183_64124",1213240
"970835_937_78750",970835
"970835_937_54108",970835
"970835_955_63998",970835
"330025_937_78750",330025
"330025_984_65503",330025
"330025_453_6077",330025
"1952096_937_78750",1952096
"1952096_937_65433",1952096
"1952096_1054_64021",1952096
"1008280_937_78750",1008280
"1008280_937_65433",1008280
"1008280_937_54108",1008280
"919484_937_78750",919484
"919484_937_65433",919484
"919484_937_54108",919484
"906597_937_78750",906597
"906597_22251_70905",906597
"906597_825_63717",906597
"970819_937_78750",970819
"970819_937_65433",970819
"970819_937_54108",970819
"1502265_937_78750",1502265
"1502265_937_65433",1502265
"1502265_637_77585",1502265
"1168799_637_77585",1168799
"1168799_937_65433",1168799
"1168799_937_54108",1168799
"971021_937_78750",971021
"971021_937_54108",971021
"971021_13998_52938",971021
"970766_937_78750",970766
"970766_937_65433",970766
"970766_937_54108",970766
"919701_937_78750",919701
"919701_937_65433",919701
"919701_937_54108",919701
"2022156_937_65433",2022156
"1140885_937_78750",1140885
"1140885_937_65433",1140885
"1140885_937_54108",1140885
"1009912_937_65433",1009912
"1009912_937_54108",1009912
"1919278_937_78750",1919278
"1919278_937_65433",1919278
"1404064_937_78750",1404064
"1404064_937_54108",1404064
"1404064_13998_52938",1404064
"2033440_937_65433",2033440
"1525540_937_78750",1525540
"1525540_808_55005",1525540
"1140850_937_78750",1140850
"1140850_937_65433",1140850
"1140850_937_54108",1140850
"939864_937_78750",939864
"939864_937_65433",939864
"939864_937_54108",939864
"919761_937_78750",919761
"919761_937_65433",919761
"919761_937_54108",919761
"1461306_937_78750",1461306
"1461306_937_65433",1461306
"1461306_937_54108",1461306
"884821_937_78750",884821
"884821_937_65433",884821
"884821_937_54108",884821
"1919308_937_65433",1919308
"1919284_937_78750",1919284
"1919284_937_65433",1919284
"1632047_937_78750",1632047
"1632047_937_65433",1632047
"1632047_937_54108",1632047
"919951_937_78750",919951
"1020148_937_78750",1020148
"1020148_937_65433",1020148
"1020148_937_54108",1020148
"1919295_937_78750",1919295
"1103646_937_78750",1103646
"919690_937_65433",919690
"919690_937_54108",919690
"359282_937_65433",359282
"359282_937_54108",359282
"1009758_937_78750",1009758
"1009758_937_65433",1009758
"1009758_937_54108",1009758
"1433799_937_78750",1433799
"1433799_937_65433",1433799
"1433799_937_54108",1433799
"1919278_937_78750",1919278
"1919278_937_65433",1919278
"1404064_937_78750",1404064
"1404064_937_54108",1404064
"1404064_13998_52938",1404064
"2033440_937_65433",2033440
"1525540_937_78750",1525540
"1525540_808_55005",1525540
"1140850_937_78750",1140850
"1140850_937_65433",1140850
"1140850_937_54108",1140850
"939864_937_78750",939864
"939864_937_65433",939864
"939864_937_54108",939864
"919761_937_78750",919761
"919761_937_65433",919761
"919761_937_54108",919761
"919469_937_78750",919469
"919469_937_54108",919469
"2029640_937_65433",2029640
"2045636_937_65433",2045636
"2146480_937_65433",2146480
"2045584_937_65433",2045584
"2203635_1054_80447",2203635
"2203635_937_78750",2203635
"2203635_1250_84413",2203635
"1102957_1054_80447",1102957
"1102957_1054_34871",1102957
"1102957_937_78750",1102957
"1155596_1054_80447",1155596
"1155596_937_78750",1155596
"1155596_937_65433",1155596
"1182584_1054_80447",1182584
"1182584_937_78750",1182584
"1182584_937_65433",1182584
"845274_1054_80447",845274
"845274_937_78750",845274
"845274_247_76882",845274
"1170317_1054_80447",1170317
"1170317_937_78750",1170317
"1170317_937_65433",1170317
"978956_1054_80447",978956
"978956_937_78750",978956
"978956_937_65433",978956
"366156_1054_80447",366156
"366156_937_78750",366156
"366156_1250_84413",366156
"1114480_1054_80447",1114480
"1114480_937_78750",1114480
"1114480_937_65433",1114480
"297510_1054_80447",297510
"297510_937_78750",297510
"297510_1250_84413",297510
"919532_1115_64054",919532
"919532_1115_53523",919532
"919532_937_65433",919532
"1166995_1115_64054",1166995
"1166995_937_65433",1166995
"1166995_1054_53661",1166995
"919671_1054_80447",919671
"919671_937_78750",919671
"919671_937_65433",919671
"1823726_1115_64054",1823726
"1823726_937_65433",1823726
"1401535_1054_80447",1401535
"1401535_937_78750",1401535
"1401535_937_65433",1401535
"934196_1054_80447",934196
"934196_937_78750",934196
"934196_1250_84413",934196
"867180_17034_76482",867180
"867180_1054_80447",867180
"867180_937_78750",867180
"1140803_1054_80447",1140803
"1140803_937_78750",1140803
"1140803_937_65433",1140803
"1095727_1054_80447",1095727
"1095727_937_78750",1095727
"1095727_937_65433",1095727
"782542_17034_76482",782542
"782542_1054_80447",782542
"782542_937_78750",782542
"1014377_1054_80447",1014377
"1014377_1054_64021",1014377
"1014377_937_78750",1014377
"1525293_937_78750",1525293
"1525293_937_65433",1525293
"1525293_937_54108",1525293
"970592_937_78750",970592
"970592_937_65433",970592
"141967_1054_80447",141967
"141967_937_78750",141967
"141967_937_65433",141967
"970755_937_78750",970755
"970755_937_65433",970755
"970755_937_54108",970755
"2265493_937_78750",2265493
"1525321_937_78750",1525321
"1525321_937_65433",1525321
"1525321_937_54108",1525321
"1140863_937_78750",1140863
"1140863_937_65433",1140863
"1140863_937_54108",1140863
"2161834_937_78750",2161834
"2161834_937_65433",2161834
"1923105_937_78750",1923105
"1923105_937_65433",1923105
"2161830_937_78750",2161830
"2161830_937_65433",2161830
"2161837_937_78750",2161837
"2161838_937_78750",2161838
"2161833_937_78750",2161833
"2161833_937_65433",2161833
"1103074_937_54108",1103074
"1387222_937_78750",1387222
"1387222_937_65433",1387222
"1525311_937_78750",1525311
"1525311_937_65433",1525311
"1525311_937_54108",1525311
"2161839_937_78750",2161839
"2161839_937_65433",2161839
"2161841_937_78750",2161841
"2161841_937_65433",2161841
"2161827_937_78750",2161827
"2161840_937_78750",2161840
"2161840_937_65433",2161840
"2161842_937_78750",2161842
"2161847_937_78750",2161847
"2161847_937_65433",2161847
"2161829_937_78750",2161829
"2161829_937_65433",2161829
"2265485_937_78750",2265485
"2265476_937_78750",2265476
"1525302_937_78750",1525302
"1525302_937_65433",1525302
"1525302_937_54108",1525302
"1464128_937_78750",1464128
"1464128_937_65433",1464128
"1464128_1115_44969",1464128
"2161828_937_78750",2161828
"2161828_937_65433",2161828
"1014438_937_78750",1014438
"1004432_937_78750",1004432
"1004432_937_65433",1004432
"2161824_937_65433",2161824
"2265465_937_78750",2265465
"1140956_937_78750",1140956
"1140956_937_65433",1140956
"2161843_937_78750",2161843
"2161843_937_65433",2161843
"1874639_937_78750",1874639
"1874639_937_54108",1874639
"1029681_937_78750",1029681
"1404139_937_78750",1404139
"1404139_937_65433",1404139
"1404139_937_54108",1404139
"1140816_937_78750",1140816
"1140816_937_65433",1140816
"1140816_937_54108",1140816
"2296501_937_78750",2296501
"2125677_937_78750",2125677
"1140961_937_78750",1140961
"1140961_937_65433",1140961
"1140961_637_77585",1140961
"912144_937_78750",912144
"912144_637_77585",912144
"912144_1848_41862",912144
"1525299_937_78750",1525299
"1525299_937_65433",1525299
"1525299_937_54108",1525299
"1920160_937_65433",1920160
"1177366_937_78750",1177366
"1177366_1054_38336",1177366
"1140899_937_78750",1140899
"1140899_937_65433",1140899
"1140899_937_54108",1140899
"2161836_937_78750",2161836
"2161836_937_65433",2161836
"2127598_937_78750",2127598
"2127598_937_65433",2127598
"919555_937_78750",919555
"919555_937_65433",919555
"919555_709_53263",919555
"2002209_937_78750",2002209
"2002209_1054_64021",2002209
"1140962_937_78750",1140962
"1004256_937_78750",1004256
"919738_937_78750",919738
"919738_16641_56055",919738
"919738_16641_46756",919738
"1004256_937_78750",1004256
"1004256_937_65433",1004256
"1004427_937_65433",1004427
"1004427_937_54108",1004427
"1919273_937_78750",1919273
"1919273_937_65433",1919273
"1919290_937_78750",1919290
"1919290_937_65433",1919290
"1919297_937_78750",1919297
"1919297_937_65433",1919297
"1919330_937_78750",1919330
"1919330_937_65433",1919330
"1919330_720_78745",1919330
"2268400_937_78750",2268400
"794543_937_78750",794543
"794543_13_56249",794543
"794543_1848_58857",794543
"970634_937_65433",970634
"1920270_937_65433",1920270
"2140735_937_65433",2140735
"1916066_937_78750",1916066
"1916066_2063_74632",1916066
"1004247_937_78750",1004247
"1004247_937_65433",1004247
"1004247_937_54108",1004247
"1897485_937_78750",1897485
"1897485_937_65433",1897485
"1014439_937_78750",1014439
"1014439_937_65433",1014439
"2265920_937_78750",2265920
"788969_937_78750",788969
"788969_937_65433",788969
"788969_937_54108",788969
"285941_937_78750",285941
"285941_937_65433",285941
"285941_37_52554",285941
"981300_937_78750",981300
"981300_937_65433",981300
"981300_937_54108",981300
"1004260_937_78750",1004260
"1004260_937_65433",1004260
"1004260_937_54108",1004260
"1185396_937_78750",1185396
"1185396_937_65433",1185396
"1185396_937_54108",1185396
"930851_937_78750",930851
"930851_937_65433",930851
"930851_216_37160",930851
"919527_937_78750",919527
"919527_937_54108",919527
"1004540_937_78750",1004540
"1004540_937_65433",1004540
"1004540_937_54108",1004540
"1004547_937_78750",1004547
"1004547_937_65433",1004547
"1004547_937_54108",1004547
"782500_937_78750",782500
"782500_937_65433",782500
"782500_937_54108",782500
"2050924_937_78750",2050924
"2050924_937_65433",2050924
"2053850_937_65433",2053850
"2007231_937_78750",2007231
"2007231_937_65433",2007231
"359288_937_78750",359288
"359288_937_65433",359288
"359288_937_54108",359288
"882322_937_78750",882322
"882322_937_65433",882322
"882322_937_54108",882322
"1140920_937_78750",1140920
"1140920_937_65433",1140920
"1140920_937_54108",1140920
"1140846_937_78750",1140846
"1140846_937_65433",1140846
"1140846_937_54108",1140846
"1919291_937_78750",1919291
"1919291_937_65433",1919291
"1875400_937_65433",1875400
"966618_13_56249",966618
"966618_1848_58857",966618
"966618_1848_41862",966618
"1107604_937_78750",1107604
"1107604_937_65433",1107604
"1107604_937_54108",1107604
"1095734_937_78750",1095734
"1095734_937_65433",1095734
"997038_937_65433",997038
"997038_17073_53271",997038
"1923776_937_65433",1923776
"1095733_937_78750",1095733
"1095733_13998_52938",1095733
"1525284_937_78750",1525284
"1525284_937_54108",1525284
"1525284_16641_69457",1525284
"1994372_937_78750",1994372
"1994372_937_65433",1994372
"1140894_937_78750",1140894
"1140894_937_65433",1140894
"1140894_937_54108",1140894
"1013427_937_78750",1013427
"1013427_937_54108",1013427
"1013427_1054_53661",1013427
"1407530_937_78750",1407530
"1407530_937_65433",1407530
"1407530_937_54108",1407530
"1942512_937_78750",1942512
"1942512_937_65433",1942512
"1957278_937_78750",1957278
"1957278_937_65433",1957278
"1095721_937_78750",1095721
"1095721_937_65433",1095721
"1095721_1054_38336",1095721
"919342_937_78750",919342
"919342_937_65433",919342
"919342_16641_56055",919342
"1525294_937_78750",1525294
"1525294_937_54108",1525294
"1095728_937_65433",1095728
"1095728_937_54108",1095728
"1919276_937_78750",1919276
"1919276_937_65433",1919276
"1010827_937_78750",1010827
"1010827_937_65433",1010827
"1457867_937_78750",1457867
"1457867_1054_64021",1457867
"1457867_1848_58857",1457867
"1140818_937_65433",1140818
"1140818_937_54108",1140818
"1140818_13998_52938",1140818
"1525306_937_78750",1525306
"1525306_937_65433",1525306
"1525306_937_54108",1525306
"1140911_937_78750",1140911
"1140911_16641_69457",1140911
"1468076_937_78750",1468076
"1546502_937_78750",1546502
"1546502_937_65433",1546502
"1546502_937_54108",1546502
"919768_937_78750",919768
"919768_937_54108",919768
"1140922_937_78750",1140922
"1140922_937_65433",1140922
"1140922_937_54108",1140922
"1004249_937_78750",1004249
"1004249_937_65433",1004249
"1004249_937_54108",1004249
"919632_1054_34871",919632
"1008634_937_78750",1008634
"1008634_937_65433",1008634
"1008634_937_54108",1008634
"1939981_937_65433",1939981
"2051799_937_65433",2051799
"2268625_937_78750",2268625
"2268627_937_78750",2268627
"1063163_937_78750",1063163
"1063163_720_64056",1063163
"1063163_182_42272",1063163
"2003720_937_78750",2003720
"2003720_937_65433",2003720
"2003720_1115_64054",2003720
"1140842_937_78750",1140842
"1140842_937_65433",1140842
"1140842_937_54108",1140842
"1597138_937_78750",1597138
"1597138_937_65433",1597138
"1597138_937_54108",1597138
"972819_937_78750",972819
"972819_13_56249",972819
"972819_1848_41862",972819
"1597137_937_78750",1597137
"1597137_937_65433",1597137
"1597137_279_55176",1597137
"1182630_937_78750",1182630
"1182630_937_65433",1182630
"1182630_937_54108",1182630
"864774_937_78750",864774
"864774_13_56249",864774
"864774_182_61737",864774
"997190_937_78750",997190
"997190_724_52544",997190
"372340_937_78750",372340
"372340_140_72840",372340
"372340_140_50492",372340
"1947611_937_65433",1947611
"1461782_937_78750",1461782
"1461782_937_65433",1461782
"1461782_937_54108",1461782
"1182631_937_78750",1182631
"1182631_937_65433",1182631
"1182631_937_54108",1182631
"1013197_937_78750",1013197
"1013197_937_65433",1013197
"1013197_937_54108",1013197
"1140799_937_78750",1140799
"1140799_937_65433",1140799
"1140799_937_54108",1140799
"1525286_937_78750",1525286
"1525286_937_65433",1525286
"1525286_937_54108",1525286
"1140843_937_65433",1140843
"1866207_937_65433",1866207
"1866207_937_54108",1866207
"2065684_937_78750",2065684
"975173_937_78750",975173
"975173_216_61670",975173
"975173_216_23994",975173
"1634303_937_78750",1634303
"1634303_183_64124",1634303
"1592863_937_78750",1592863
"1592863_937_65433",1592863
"1592863_937_54108",1592863
"988630_937_78750",988630
"988630_183_64124",988630
"988630_266_52328",988630
"1990600_937_78750",1990600
"1990600_937_65433",1990600
"1008871_937_78750",1008871
"1008871_937_65433",1008871
"1008871_937_54108",1008871
"1655428_937_78750",1655428
"1655428_937_65433",1655428
"1937706_937_78750",1937706
"1937706_937_65433",1937706
"2046419_937_65433",2046419
"1463237_937_78750",1463237
"1463237_937_65433",1463237
"1463237_937_54108",1463237
"1089964_937_65433",1089964
"1984507_937_65433",1984507
"2012060_937_65433",2012060
"1937707_937_65433",1937707
"1923951_937_65433",1923951
"2169554_937_78750",2169554
"2169554_453_76095",2169554
"141072_937_78750",141072
"141072_182_61737",141072
"141072_182_52572",141072
"1484767_937_78750",1484767
"1870410_937_78750",1870410
"1870410_1115_64054",1870410
"1099412_13_56249",1099412
"1099412_1054_64021",1099412
"1099412_1848_58857",1099412
"919954_937_78750",919954
"919954_937_65433",919954
"919954_937_54108",919954
"1140943_937_78750",1140943
"1140943_937_65433",1140943
"1140943_937_54108",1140943
"1140945_937_78750",1140945
"1140945_937_65433",1140945
"1140945_937_54108",1140945
"1596891_937_78750",1596891
"1596891_937_54108",1596891
"1596891_1115_53523",1596891
"1471617_937_78750",1471617
"1471617_937_65433",1471617
"1471617_937_54108",1471617
"1592653_937_78750",1592653
"1592653_937_54108",1592653
"1592653_16641_69457",1592653
"1488437_937_78750",1488437
"1170665_937_78750",1170665
"1170665_937_54108",1170665
"1170665_1369_39038",1170665
"1140927_937_78750",1140927
"1140927_937_54108",1140927
"1494677_937_78750",1494677
"1006303_937_78750",1006303
"1006303_13_56249",1006303
"1006303_2120_63548",1006303
"1655335_937_54108",1655335
"1408170_937_78750",1408170
"1160527_13_56249",1160527
"2169552_937_78750",2169552
"1413546_937_78750",1413546
"1009910_937_65433",1009910
"1009910_937_54108",1009910
"1519084_937_78750",1519084
"2294929_937_78750",2294929
"2267001_937_78750",2267001
"2293695_937_78750",2293695
"1140875_937_78750",1140875
"919662_1115_44969",919662
"2169549_937_78750",2169549
"1095725_937_78750",1095725
"1095725_937_65433",1095725
"1095725_637_77585",1095725
"1416350_937_78750",1416350
"1416350_937_65433",1416350
"1416350_937_54108",1416350
"1471574_937_78750",1471574
"1471574_937_65433",1471574
"1471574_937_54108",1471574
"1605031_937_78750",1605031
"1605031_13_56249",1605031
"1605031_1848_58857",1605031
"1020959_937_78750",1020959
"1020959_937_65433",1020959
"1020959_937_54108",1020959
"1140870_937_78750",1140870
"1140870_937_65433",1140870
"1140870_937_54108",1140870
"1855780_2063_74632",1855780
"1855780_937_65433",1855780
"1140933_937_78750",1140933
"1140933_937_65433",1140933
"1140933_937_54108",1140933
"1004248_937_78750",1004248
"1004248_937_65433",1004248
"1004248_937_54108",1004248
"1140934_937_78750",1140934
"1140934_937_65433",1140934
"1140934_1054_38336",1140934
"919485_937_78750",919485
"919485_937_65433",919485
"919485_937_54108",919485
"1655612_937_78750",1655612
"1655612_937_65433",1655612
"1655612_937_54108",1655612
"1021152_937_78750",1021152
"1021152_937_65433",1021152
"1022302_937_78750",1022302
"1022302_937_65433",1022302
"1022302_937_54108",1022302
"1112763_937_78750",1112763
"1112763_937_54108",1112763
"1112763_16641_69457",1112763
"1461307_937_78750",1461307
"1461307_937_65433",1461307
"1461307_937_54108",1461307
"1015235_937_78750",1015235
"1015235_937_65433",1015235
"1015235_937_54108",1015235
"970834_937_78750",970834
"970834_937_65433",970834
"970834_937_54108",970834
"919942_937_78750",919942
"919942_937_65433",919942
"919942_937_54108",919942
"1140857_937_78750",1140857
"1140857_937_65433",1140857
"1140857_937_54108",1140857
"1140958_937_78750",1140958
"1140958_937_65433",1140958
"1140958_937_54108",1140958
"919749_1054_53661",919749
"919749_1115_44969",919749
"1212072_937_78750",1212072
"1212072_937_65433",1212072
"1212072_937_54108",1212072
"1597135_937_78750",1597135
"1597135_937_65433",1597135
"1597135_279_55176",1597135
"1112630_131_42258",1112630
"1112630_131_29187",1112630
"919685_937_78750",919685
"919685_1054_24785",919685
"1525309_937_78750",1525309
"2267315_937_78750",2267315
"2267314_937_78750",2267314
"281093_937_78750",281093
"281093_937_65433",281093
"281093_937_54108",281093
"919770_937_78750",919770
"919770_937_65433",919770
"919770_1115_44969",919770
"2267305_937_78750",2267305
"2267304_937_78750",2267304
"1401968_937_78750",1401968
"2267337_937_78750",2267337
"2267307_937_78750",2267307
"2267308_937_78750",2267308
"1014435_937_78750",1014435
"1014435_937_54108",1014435
"1014435_16641_69457",1014435
"1020321_937_78750",1020321
"1020321_16641_69457",1020321
"2267303_937_78750",2267303
