team_id,country_name
36268,"Morocco"
36268,"Morocco"
35,"England"
24394,"Morocco"
55035,"Morocco"
55035,"Morocco"
55035,"Morocco"
41757,"Morocco"
55025,"Morocco"
36268,"Morocco"
55025,"Morocco"
55025,"Morocco"
80395,"Morocco"
204299,"Morocco"
55043,"Morocco"
55043,"Morocco"
87180,"Morocco"
263373,"Morocco"
55039,"Morocco"
55039,"Morocco"
47696,"Morocco"
55027,"Morocco"
479104,"Morocco"
