team_id,manager_id
36268,811121
36268,811121
35,794090
24394,789680
55035,784839
55035,784839
55035,784839
41757,788824
55025,813800
55025,813800
55025,813800
80395,790983
204299,813733
55043,785244
55043,785244
87180,784469
263373,796396
55039,791632
55039,791632
47696,814432
55027,806275
