player_id,team_id
865473,36268
933770,36268
990661,36268
359290,36268
1155867,36268
249437,36268
894744,36268
27714,36268
1382913,36268
340547,36268
1199422,36268
359278,36268
1140890,36268
340511,36268
1095732,36268
1210560,36268
1863859,36268
880101,36268
2142026,36268
973826,36268
1140872,36268
965329,36268
809290,36268
1009188,36268
970606,36268
1845545,36268
2290450,36268
970630,36268
1140796,36268
2021713,36268
919739,36268
971037,35
986397,35
886363,35
1004433,24394
1474715,24394
919681,24394
1094481,24394
1407116,24394
919489,24394
1476706,24394
978955,24394
919533,24394
1008872,24394
1416474,24394
1008631,24394
1402635,24394
1894253,24394
2120617,24394
178721,24394
1518450,24394
919477,24394
923882,24394
1444497,24394
1008347,24394
2046059,24394
2127597,24394
2120614,24394
359280,24394
1401592,24394
1168800,55035
1500985,55035
2121452,55035
961690,55035
544156,55035
944009,55035
374560,55035
1545316,55035
1528418,55035
919329,55035
1140935,55035
1140855,55035
1461681,55035
1461320,55035
1613042,55035
1482836,55035
812947,55035
1008599,55035
826571,55035
1004523,55035
316583,55035
1619134,55035
1103558,55035
919474,55035
1004426,55035
1011278,55035
1140820,55035
1997651,55035
1845576,55035
2150417,55035
1936634,55035
1168800,55035
1500985,55035
2121452,55035
961690,55035
544156,55035
944009,55035
374560,55035
1545316,55035
1528418,55035
919329,55035
1140935,55035
1140855,55035
1461681,55035
1461320,55035
1613042,55035
1482836,55035
812947,55035
1008599,55035
826571,55035
1004523,55035
316583,55035
1619134,55035
1103558,55035
919474,55035
1004426,55035
1011278,55035
1140820,55035
1997651,55035
1845576,55035
2150417,55035
1936634,55035
2119654,55035
2268623,55035
1008621,41757
1016143,41757
1186787,41757
2146456,41757
796155,41757
1102955,41757
544532,41757
1605928,41757
797021,41757
1213240,41757
970835,41757
330025,41757
1952096,41757
1008280,41757
919484,41757
906597,41757
970819,41757
1502265,41757
1168799,41757
971021,41757
970766,41757
919701,41757
2022156,41757
1140885,41757
1009912,41757
1168539,41757
2143826,41757
1919278,55025
1404064,55025
2033440,55025
1525540,55025
1140850,55025
2033781,55025
2313076,55025
939864,55025
919761,55025
1461306,55025
884821,55025
1919308,55025
1919284,55025
1632047,55025
919951,55025
1020148,55025
1919295,55025
1103646,55025
919690,55025
359282,55025
1009758,55025
1433799,55025
1016040,55025
1525316,55025
977069,55025
1140959,55025
1401580,55025
1545318,55025
1924082,55025
953991,55025
1919278,55025
1404064,55025
2033440,55025
1525540,55025
1140850,55025
2033781,55025
2313076,55025
939864,55025
919761,55025
919469,55025
2045637,55025
2029640,55025
2045636,55025
2146480,55025
2045584,55025
1954173,55025
1140833,80395
2203635,80395
1102957,80395
1155596,80395
1182584,80395
845274,80395
1170317,80395
978956,80395
366156,80395
1114480,80395
297510,80395
919532,80395
1166995,80395
919671,80395
1823726,80395
1401535,80395
934196,80395
867180,80395
1140803,80395
1095727,80395
782542,80395
1014377,80395
1525293,80395
970592,80395
141967,80395
970755,80395
1118615,80395
2265493,204299
1525321,204299
1140863,204299
2161834,204299
1923105,204299
2161830,204299
2161837,204299
2161838,204299
2161833,204299
1103074,204299
1387222,204299
1525311,204299
2161839,204299
2161841,204299
2161827,204299
2161840,204299
2161842,204299
2161847,204299
2161831,204299
2161829,204299
2265485,204299
2265476,204299
1525302,204299
1464128,204299
2161828,204299
1014438,204299
1004432,204299
2161824,204299
2265465,204299
1140956,204299
2161843,204299
2161835,204299
2161845,204299
1874639,55043
1029681,55043
1404139,55043
1140816,55043
2296501,55043
2125677,55043
1140961,55043
912144,55043
1525299,55043
1920160,55043
1177366,55043
1140899,55043
2161836,55043
2127598,55043
919555,55043
2002209,55043
1140962,55043
1004256,55043
919738,55043
1004256,55043
1004427,55043
1919273,55043
1919290,55043
1919297,55043
1919330,55043
1919307,55043
2268400,55043
794543,55043
970634,55043
1920270,55043
2140735,55043
1916066,87180
1004247,87180
1897485,87180
1014439,87180
2265920,87180
788969,87180
285941,87180
981300,87180
1004260,87180
1185396,87180
930851,87180
919527,87180
1004540,87180
1004547,87180
782500,87180
2050924,87180
2053850,87180
2007231,87180
359288,87180
882322,87180
1140920,87180
1140846,87180
1919291,87180
1875400,87180
966618,87180
1107604,87180
1095734,87180
1954144,87180
1974176,87180
997038,263373
1923776,263373
1095733,263373
1525284,263373
1994372,263373
1140894,263373
1013427,263373
1407530,263373
1942512,263373
1957278,263373
1095721,263373
919342,263373
919462,263373
1525294,263373
1140829,263373
1095728,263373
1919276,263373
1010827,263373
1457867,263373
1140818,263373
1525306,263373
1140911,263373
1468076,263373
1000440,263373
1546502,263373
919768,263373
1140922,263373
1004249,263373
919632,263373
1008634,263373
1939981,263373
2051799,263373
2268625,263373
2268627,263373
1063163,55039
2003720,55039
1140842,55039
1597138,55039
972819,55039
1597137,55039
1182630,55039
864774,55039
997190,55039
