manager_id,country_name
811121,"MAR"
811121,"MAR"
794090,"PRT"
789680,"PRT"
784839,"ESP"
784839,"ESP"
784839,"ESP"
788824,"ZAF"
790983,"TUN"
813733,"MAR"
785244,"PRT"
785244,"PRT"
784469,"ESP"
796396,"MAR"
791632,"FRA"
791632,"FRA"
814432,"MAR"
