player_id,country_name
2267314,"Morocco"
2267339,"Morocco"
281093,"Netherlands"
919770,"Morocco"
2267305,"Morocco"
2267304,"Morocco"
1401968,"Morocco"
2267331,"Morocco"
2267337,"Morocco"
2267307,"Morocco"
2267308,"Morocco"
2267327,"Morocco"
2267329,"Morocco"
2267334,"Morocco"
1014435,"Morocco"
1020321,"Morocco"
2267303,"Morocco"
