id,name,tier,fifa_ranking
937,"Botola Pro",None,None
937,"Botola Pro",None,None
17,"Premier League",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
937,"Botola Pro",None,None
