id,season,matches_played,goals,assists,yellow_cards,red_cards,clean_sheets,win_rate,possession,passing_accuracy,shots_per_game,rating
"1102955_1054_64021","CAF Champions League 24/25",,0,0,0,0,,,1,81.395348837209,,6.9
"544532_937_78750","Botola Pro 25/26",,0,0,1,0,,,,84.03,,6.8285714285714
"544532_131_61667","Eerste Divisie 24/25",,4,20,3,0,,,28,78.285714285714,,7.6131578947368
"544532_131_36893","Eerste Divisie 21/22",,3,2,1,0,,,8,80.258899676375,,7.2333333333333
"1605928_937_78750","Botola Pro 25/26",,0,0,0,0,,,,84.75,,6.5833333333333
"1605928_937_65433","Botola Pro 24/25",,8,1,2,0,,,,74.52,,7.1571428571429
"1605928_937_54108","Botola Pro 23/24",,1,0,2,0,,,,77.87,,7
"797021_937_78750","Botola Pro 25/26",,2,1,0,0,,,,75.26,,7.8
"797021_937_65433","Botola Pro 24/25",,9,3,3,0,,,,69.46,,7.6125
"797021_937_54108","Botola Pro 23/24",,8,3,5,0,,,,74.69,,7.6888888888889
"1213240_937_78750","Botola Pro 25/26",,0,0,2,0,,,,91.54,,6.7285714285714
"1213240_183_64124","National 1 24/25",,0,0,6,0,,,,80.88,,6.7
"970835_937_78750","Botola Pro 25/26",,0,2,3,0,,,,92.47,,7.0285714285714
"970835_937_54108","Botola Pro 23/24",,1,1,5,0,,,,90.85,,6.7821428571429
"970835_955_63998","Saudi Pro League 24/25",,1,1,6,0,,,8,89.44618599791,,6.8481481481481
"330025_937_78750","Botola Pro 25/26",,0,0,0,0,,,,87.5,,6.6333333333333
"330025_984_65503","Tunisian Ligue Professionnelle 1 24/25",,0,1,4,0,,,,,,
"330025_453_6077","U-20 World Championship 2013",,0,,1,0,,,,,,
"1952096_937_78750","Botola Pro 25/26",,1,0,1,0,,,,65.22,,6.8
"1952096_937_65433","Botola Pro 24/25",,4,4,1,0,,,,72.64,,6.925
"1952096_1054_64021","CAF Champions League 24/25",,0,0,0,0,,,1,83.333333333333,,7.0666666666667
"1008280_937_78750","Botola Pro 25/26",,0,0,1,0,,,,87.59,,6.675
"1008280_937_65433","Botola Pro 24/25",,0,0,6,0,,,,84.47,,6.755
"1008280_937_54108","Botola Pro 23/24",,2,0,7,0,,,,81.51,,7.1103448275862
"919484_937_78750","Botola Pro 25/26",,0,0,2,0,,,,85.22,,7.2714285714286
"919484_937_65433","Botola Pro 24/25",,2,2,2,0,,,,85.22,,7.0521739130435
"919484_937_54108","Botola Pro 23/24",,1,2,3,0,,,,85.54,,7.2071428571429
"906597_937_78750","Botola Pro 25/26",,0,0,1,0,,,,92.31,,7.3
"906597_22251_70905","Qatar-UAE Super Cup 2025",,0,1,0,0,,,,,,
"906597_825_63717","Stars League 24/25",,0,2,1,0,,,2,88.907284768212,,6.85
"970819_937_78750","Botola Pro 25/26",,0,0,0,0,,,,83.81,,7.0142857142857
"970819_937_65433","Botola Pro 24/25",,2,2,8,1,,,,82.99,,7.1703703703704
"970819_937_54108","Botola Pro 23/24",,0,2,6,0,,,,82.89,,7.3
"1502265_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1502265_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1502265_637_77585","African Nations Championship 2025",,0,0,0,0,,,0,85.294117647059,,6.7
"1168799_637_77585","African Nations Championship 2025",,0,0,2,0,,,0,89.147286821705,,6.525
"1168799_937_65433","Botola Pro 24/25",,0,0,3,0,,,,88.7,,6.7888888888889
"1168799_937_54108","Botola Pro 23/24",,1,0,0,0,,,,90.93,,6.9076923076923
"971021_937_78750","Botola Pro 25/26",,0,0,1,0,,,,92.9,,6.78
"971021_937_54108","Botola Pro 23/24",,0,0,4,0,,,,89.58,,7.2034482758621
"971021_13998_52938","Arab Club Champions Cup 2023",,0,,1,0,,,0,92.694063926941,,6.65
"970766_937_78750","Botola Pro 25/26",,1,0,3,0,,,,88.35,,7.1285714285714
"970766_937_65433","Botola Pro 24/25",,0,0,10,0,,,,90.15,,7.152
"970766_937_54108","Botola Pro 23/24",,2,0,5,1,,,,89.67,,7.076
"919701_937_78750","Botola Pro 25/26",,0,0,1,0,,,,87.5,,6.7
"919701_937_65433","Botola Pro 24/25",,1,0,2,0,,,,76.7,,6.7555555555556
"919701_937_54108","Botola Pro 23/24",,0,1,2,0,,,,79.25,,7.0739130434783
"2022156_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,6.1
"1140885_937_78750","Botola Pro 25/26",,0,0,1,0,,,,94.42,,7.5285714285714
"1140885_937_65433","Botola Pro 24/25",,0,0,2,0,,,,90.75,,7.325
"1140885_937_54108","Botola Pro 23/24",,0,0,2,0,,,,84.92,,7.5857142857143
"1009912_937_65433","Botola Pro 24/25",,0,0,2,0,,,,84.19,,6.95
"1009912_937_54108","Botola Pro 23/24",,0,0,3,0,,,,76.25,,7.2275862068966
"1919278_937_78750","Botola Pro 25/26",,0,0,0,0,,,,73.33,,6.55
"1919278_937_65433","Botola Pro 24/25",,2,1,8,0,,,,67.58,,6.7
"1404064_937_78750","Botola Pro 25/26",,1,1,1,0,,,,58.54,,6.375
"1404064_937_54108","Botola Pro 23/24",,0,0,0,0,,,,66.67,,6.4
"1404064_13998_52938","Arab Club Champions Cup 2023",,0,,0,0,,,0,100,,6.5
"2033440_937_65433","Botola Pro 24/25",,1,0,1,0,,,,64.86,,6.6375
"1525540_937_78750","Botola Pro 25/26",,2,0,0,0,,,,72.22,,6.8714285714286
"1525540_808_55005","Egyptian Premier League 23/24",,2,2,0,0,,,4,71.428571428571,,6.9181818181818
"1140850_937_78750","Botola Pro 25/26",,0,1,0,0,,,,83.33,,6.7333333333333
"1140850_937_65433","Botola Pro 24/25",,9,3,3,0,,,,78.46,,6.9814814814815
"1140850_937_54108","Botola Pro 23/24",,2,1,3,0,,,,74.48,,6.6882352941176
"939864_937_78750","Botola Pro 25/26",,0,0,0,0,,,,72.73,,6.6
"939864_937_65433","Botola Pro 24/25",,1,1,4,1,,,,89.96,,6.54
"939864_937_54108","Botola Pro 23/24",,1,0,4,0,,,,83.87,,6.8862068965517
"919761_937_78750","Botola Pro 25/26",,1,0,4,0,,,,81.99,,7.1428571428571
"919761_937_65433","Botola Pro 24/25",,0,0,8,0,,,,83.24,,6.8045454545455
"919761_937_54108","Botola Pro 23/24",,3,1,3,0,,,,88.72,,7.2230769230769
"1461306_937_78750","Botola Pro 25/26",,0,0,0,0,,,,72.46,,6.44
"1461306_937_65433","Botola Pro 24/25",,2,3,4,0,,,,74.7,,6.9103448275862
"1461306_937_54108","Botola Pro 23/24",,1,2,4,0,,,,78.35,,6.75
"884821_937_78750","Botola Pro 25/26",,0,0,0,0,,,,77.86,,7.0714285714286
"884821_937_65433","Botola Pro 24/25",,2,2,3,0,,,,75.98,,6.9045454545455
"884821_937_54108","Botola Pro 23/24",,2,1,2,0,,,,79.1,,6.9347826086957
"1919308_937_65433","Botola Pro 24/25",,0,0,0,0,,,,78.38,,6.48
"1919284_937_78750","Botola Pro 25/26",,1,0,2,0,,,,81.27,,6.625
"1919284_937_65433","Botola Pro 24/25",,1,0,6,1,,,,84.92,,6.7
"1632047_937_78750","Botola Pro 25/26",,0,0,0,0,,,,68,,6.8333333333333
"1632047_937_65433","Botola Pro 24/25",,1,1,1,0,,,,74.69,,6.6
"1632047_937_54108","Botola Pro 23/24",,4,1,2,0,,,,73.05,,6.6592592592593
"919951_937_78750","Botola Pro 25/26",,0,0,1,0,,,,79.17,,6.7571428571429
"1020148_937_78750","Botola Pro 25/26",,1,0,0,0,,,,93.75,,6.7666666666667
"1020148_937_65433","Botola Pro 24/25",,0,0,7,0,,,,83.83,,6.66
"1020148_937_54108","Botola Pro 23/24",,1,1,4,0,,,,76.98,,6.7789473684211
"1919295_937_78750","Botola Pro 25/26",,0,0,0,0,,,,80,,6.7
"1103646_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.3
"919690_937_65433","Botola Pro 24/25",,0,1,1,0,,,,83.89,,6.8727272727273
"919690_937_54108","Botola Pro 23/24",,1,4,4,0,,,,83.33,,7.1047619047619
"359282_937_65433","Botola Pro 24/25",,0,0,1,0,,,,68.75,,6.5272727272727
"359282_937_54108","Botola Pro 23/24",,0,0,4,0,,,,71.21,,6.75
"1009758_937_78750","Botola Pro 25/26",,0,0,2,1,,,,85.98,,6.6857142857143
"1009758_937_65433","Botola Pro 24/25",,0,0,2,0,,,,85.32,,6.976
"1009758_937_54108","Botola Pro 23/24",,3,0,3,0,,,,83.31,,6.94
"1433799_937_78750","Botola Pro 25/26",,0,0,0,0,,,,75.85,,6.725
"1433799_937_65433","Botola Pro 24/25",,0,1,5,1,,,,78.72,,6.7388888888889
"1433799_937_54108","Botola Pro 23/24",,0,0,1,0,,,,76.09,,6.5
"1919278_937_78750","Botola Pro 25/26",,0,0,0,0,,,,73.33,,6.55
"1919278_937_65433","Botola Pro 24/25",,2,1,8,0,,,,67.58,,6.7
"1404064_937_78750","Botola Pro 25/26",,1,1,1,0,,,,58.54,,6.375
"1404064_937_54108","Botola Pro 23/24",,0,0,0,0,,,,66.67,,6.4
"1404064_13998_52938","Arab Club Champions Cup 2023",,0,,0,0,,,0,100,,6.5
"2033440_937_65433","Botola Pro 24/25",,1,0,1,0,,,,64.86,,6.6375
"1525540_937_78750","Botola Pro 25/26",,2,0,0,0,,,,72.22,,6.8714285714286
"1525540_808_55005","Egyptian Premier League 23/24",,2,2,0,0,,,4,71.428571428571,,6.9181818181818
"1140850_937_78750","Botola Pro 25/26",,0,1,0,0,,,,83.33,,6.7333333333333
"1140850_937_65433","Botola Pro 24/25",,9,3,3,0,,,,78.46,,6.9814814814815
"1140850_937_54108","Botola Pro 23/24",,2,1,3,0,,,,74.48,,6.6882352941176
"939864_937_78750","Botola Pro 25/26",,0,0,0,0,,,,72.73,,6.6
"939864_937_65433","Botola Pro 24/25",,1,1,4,1,,,,89.96,,6.54
"939864_937_54108","Botola Pro 23/24",,1,0,4,0,,,,83.87,,6.8862068965517
"919761_937_78750","Botola Pro 25/26",,1,0,4,0,,,,81.99,,7.1428571428571
"919761_937_65433","Botola Pro 24/25",,0,0,8,0,,,,83.24,,6.8045454545455
"919761_937_54108","Botola Pro 23/24",,3,1,3,0,,,,88.72,,7.2230769230769
"919469_937_78750","Botola Pro 25/26",,0,0,1,0,,,,85.61,,7.2857142857143
"919469_937_54108","Botola Pro 23/24",,0,0,5,0,,,,83.98,,7.0346153846154
"2029640_937_65433","Botola Pro 24/25",,0,0,0,0,,,,50,,6.35
"2045636_937_65433","Botola Pro 24/25",,0,0,2,0,,,,72.34,,6.4
"2146480_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,6.55
"2045584_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"2203635_1054_80447","CAF Champions League 25/26",,1,0,0,0,,,2,88.888888888889,,7.1
"2203635_937_78750","Botola Pro 25/26",,0,0,0,0,,,,73.91,,6.625
"2203635_1250_84413","CAF Super Cup 2025",,0,0,0,0,,,0,25,,6.7
"1102957_1054_80447","CAF Champions League 25/26",,1,0,0,0,,,0,77.777777777778,,6.85
"1102957_1054_34871","CAF Champions League 20/21",,0,1,0,0,,,2,91.666666666667,,6.7333333333333
"1102957_937_78750","Botola Pro 25/26",,0,1,0,0,,,,81.25,,6.9
"1155596_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,2,81.904761904762,,7.15
"1155596_937_78750","Botola Pro 25/26",,0,1,0,1,,,,84.13,,6.56
"1155596_937_65433","Botola Pro 24/25",,1,1,5,0,,,,82.36,,6.9416666666667
"1182584_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,81.818181818182,,6.2
"1182584_937_78750","Botola Pro 25/26",,4,1,1,0,,,,79.63,,7.35
"1182584_937_65433","Botola Pro 24/25",,5,1,3,0,,,,78.65,,6.948275862069
"845274_1054_80447","CAF Champions League 25/26",,2,0,0,0,,,2,85.526315789474,,7.85
"845274_937_78750","Botola Pro 25/26",,3,2,0,0,,,,80.5,,7.3666666666667
"845274_247_76882","Parva Liga 25/26",,0,1,0,0,,,,81.45,,7.04
"1170317_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,85.714285714286,,6.8
"1170317_937_78750","Botola Pro 25/26",,0,0,0,0,,,,77.5,,6.8
"1170317_937_65433","Botola Pro 24/25",,2,5,1,0,,,,77.05,,7.096
"978956_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,1,82.051282051282,,6.4
"978956_937_78750","Botola Pro 25/26",,0,0,0,0,,,,91.83,,6.7666666666667
"978956_937_65433","Botola Pro 24/25",,7,2,4,0,,,,85.56,,7.0222222222222
"366156_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,76.666666666667,,6.9
"366156_937_78750","Botola Pro 25/26",,0,2,0,0,,,,88.78,,7.125
"366156_1250_84413","CAF Super Cup 2025",,0,0,0,0,,,0,64.285714285714,,5.8
"1114480_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,1,100,,6.5
"1114480_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,
"1114480_937_65433","Botola Pro 24/25",,1,0,4,0,,,,80.54,,6.8307692307692
"297510_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,94.68085106383,,7.15
"297510_937_78750","Botola Pro 25/26",,0,0,1,0,,,,87.57,,6.7666666666667
"297510_1250_84413","CAF Super Cup 2025",,0,0,0,0,,,0,80,,6.7
"919532_1115_64054","CAF Confederations Cup 24/25",,0,1,3,0,,,2,82.075471698113,,7.2363636363636
"919532_1115_53523","CAF Confederations Cup 23/24",,0,1,1,0,,,2,83.959899749373,,7.06
"919532_937_65433","Botola Pro 24/25",,5,1,3,0,,,,82.63,,7.3633333333333
"1166995_1115_64054","CAF Confederations Cup 24/25",,1,0,1,0,,,0,84.259259259259,,7.05
"1166995_937_65433","Botola Pro 24/25",,0,0,2,0,,,,87.17,,6.9578947368421
"1166995_1054_53661","CAF Champions League 23/24",,0,0,0,0,,,2,67.676767676768,,6.4666666666667
"919671_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,64.285714285714,,6.6
"919671_937_78750","Botola Pro 25/26",,1,1,1,0,,,,79.41,,7.02
"919671_937_65433","Botola Pro 24/25",,2,4,1,0,,,,80.26,,6.9227272727273
"1823726_1115_64054","CAF Confederations Cup 24/25",,0,0,0,0,,,1,73.684210526316,,7
"1823726_937_65433","Botola Pro 24/25",,0,0,0,0,,,0,76.315789473684,,6.8
"1401535_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,4,77.5,,6.7
"1401535_937_78750","Botola Pro 25/26",,1,0,2,0,,,,78.16,,6.66
"1401535_937_65433","Botola Pro 24/25",,6,2,5,0,,,,66.74,,7.0814814814815
"934196_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,100,,6.8
"934196_937_78750","Botola Pro 25/26",,0,0,0,0,,,,91.07,,6.76
"934196_1250_84413","CAF Super Cup 2025",,0,0,0,0,,,0,70,,6.3
"867180_17034_76482","Arab Cup 2025",,0,0,1,0,,,1,87.142857142857,,7.1
"867180_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,84.684684684685,,7
"867180_937_78750","Botola Pro 25/26",,0,0,0,0,,,,88.6,,6.96
"1140803_1054_80447","CAF Champions League 25/26",,0,0,1,0,,,0,89.308176100629,,7.5
"1140803_937_78750","Botola Pro 25/26",,0,0,1,0,,,,84.67,,6.9
"1140803_937_65433","Botola Pro 24/25",,0,2,1,0,,,,89.62,,7.04
"1095727_1054_80447","CAF Champions League 25/26",,0,1,0,0,,,1,85.964912280702,,7.05
"1095727_937_78750","Botola Pro 25/26",,0,0,1,0,,,,79.05,,6.6
"1095727_937_65433","Botola Pro 24/25",,0,0,3,0,,,,79.25,,6.9833333333333
"782542_17034_76482","Arab Cup 2025",,0,1,0,0,,,0,78.947368421053,,7
"782542_1054_80447","CAF Champions League 25/26",,0,0,1,0,,,1,89.156626506024,,6.8
"782542_937_78750","Botola Pro 25/26",,0,1,1,0,,,,82.04,,7.1333333333333
"1014377_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,33.333333333333,,6.7
"1014377_1054_64021","CAF Champions League 24/25",,0,0,0,0,,,0,71.276595744681,,6.4
"1014377_937_78750","Botola Pro 25/26",,0,0,0,0,,,,81.18,,7.0333333333333
"1525293_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,
"1525293_937_65433","Botola Pro 24/25",,0,0,0,0,,,,88.3,,6.75
"1525293_937_54108","Botola Pro 23/24",,0,0,1,0,,,,91.1,,6.6875
"970592_937_78750","Botola Pro 25/26",,0,0,0,0,,,,84.78,,6.45
"970592_937_65433","Botola Pro 24/25",,0,0,0,0,,,,84.32,,6.7285714285714
"141967_1054_80447","CAF Champions League 25/26",,0,0,0,0,,,0,82.8125,,6.95
"141967_937_78750","Botola Pro 25/26",,0,0,0,0,,,,88.37,,6.5333333333333
"141967_937_65433","Botola Pro 24/25",,0,0,3,0,,,,87.14,,7.062962962963
"970755_937_78750","Botola Pro 25/26",,0,0,0,0,,,,87.27,,6.7333333333333
"970755_937_65433","Botola Pro 24/25",,0,0,1,0,,,,97.65,,6.9666666666667
"970755_937_54108","Botola Pro 23/24",,0,0,0,0,,,,90.16,,7.5666666666667
"2265493_937_78750","Botola Pro 25/26",,1,1,0,0,,,,59.09,,7.0333333333333
"1525321_937_78750","Botola Pro 25/26",,0,0,1,0,,,,70.59,,6.3666666666667
"1525321_937_65433","Botola Pro 24/25",,1,0,0,0,,,,,,
"1525321_937_54108","Botola Pro 23/24",,0,0,0,0,,,,79.63,,6.6285714285714
"1140863_937_78750","Botola Pro 25/26",,0,1,2,0,,,,62.5,,6.84
"1140863_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1140863_937_54108","Botola Pro 23/24",,1,0,1,0,,,,67.44,,6.9
"2161834_937_78750","Botola Pro 25/26",,0,0,0,0,,,,79.59,,6.5
"2161834_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1923105_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1923105_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"2161830_937_78750","Botola Pro 25/26",,2,0,1,0,,,,87.88,,6.8
"2161830_937_65433","Botola Pro 24/25",,1,0,0,0,,,,,,
"2161837_937_78750","Botola Pro 25/26",,0,0,0,0,,,,42.86,,6.3
"2161838_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.5
"2161833_937_78750","Botola Pro 25/26",,3,2,1,0,,,,74.27,,7.8125
"2161833_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"1103074_937_54108","Botola Pro 23/24",,1,0,2,0,,,,89.13,,6.5
"1387222_937_78750","Botola Pro 25/26",,0,0,0,0,,,,69.77,,6.6142857142857
"1387222_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"1525311_937_78750","Botola Pro 25/26",,0,0,1,0,,,,88.52,,6.65
"1525311_937_65433","Botola Pro 24/25",,0,2,0,0,,,,75.82,,6.775
"1525311_937_54108","Botola Pro 23/24",,7,4,2,0,,,,75.04,,7.1461538461538
"2161839_937_78750","Botola Pro 25/26",,0,0,1,0,,,,60.47,,6.5666666666667
"2161839_937_65433","Botola Pro 24/25",,1,0,1,0,,,,,,
"2161841_937_78750","Botola Pro 25/26",,0,0,1,0,,,,79.49,,6.8666666666667
"2161841_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"2161827_937_78750","Botola Pro 25/26",,0,0,1,0,,,,0,,6.6
"2161840_937_78750","Botola Pro 25/26",,0,0,0,0,,,,74.79,,6.625
"2161840_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"2161842_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.4
"2161847_937_78750","Botola Pro 25/26",,0,1,1,1,,,,66.37,,6.1571428571429
"2161847_937_65433","Botola Pro 24/25",,0,1,0,0,,,,,,
"2161829_937_78750","Botola Pro 25/26",,0,0,0,0,,,,70.67,,6.625
"2161829_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"2265485_937_78750","Botola Pro 25/26",,0,0,1,0,,,,83.33,,6.3
"2265476_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1525302_937_78750","Botola Pro 25/26",,1,0,2,0,,,,74.15,,6.9
"1525302_937_65433","Botola Pro 24/25",,0,0,1,0,,,,71.79,,6.9
"1525302_937_54108","Botola Pro 23/24",,0,0,1,1,,,,71.72,,6.58
"1464128_937_78750","Botola Pro 25/26",,0,0,2,0,,,,80.91,,6.85
"1464128_937_65433","Botola Pro 24/25",,0,1,0,0,,,,,,
"1464128_1115_44969","CAF Confederations Cup 22/23",,0,0,0,0,,,1,83.673469387755,,6.48
"2161828_937_78750","Botola Pro 25/26",,0,0,0,0,,,,81.99,,7.02
"2161828_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1014438_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1004432_937_78750","Botola Pro 25/26",,0,0,1,0,,,,66.07,,6
"1004432_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"2161824_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"2265465_937_78750","Botola Pro 25/26",,0,0,0,0,,,,81.19,,6.5666666666667
"1140956_937_78750","Botola Pro 25/26",,0,0,0,0,,,,86.36,,6.5
"1140956_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"2161843_937_78750","Botola Pro 25/26",,0,0,1,0,,,,79.58,,7.0125
"2161843_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"1874639_937_78750","Botola Pro 25/26",,2,2,0,0,,,,61.62,,7.2
"1874639_937_54108","Botola Pro 23/24",,1,0,0,0,,,,0,,7.4
"1029681_937_78750","Botola Pro 25/26",,1,0,1,0,,,,62.07,,6.7333333333333
"1404139_937_78750","Botola Pro 25/26",,0,0,1,0,,,,73.68,,6.44
"1404139_937_65433","Botola Pro 24/25",,2,1,1,0,,,,80,,6.84
"1404139_937_54108","Botola Pro 23/24",,3,1,3,0,,,,71.9,,6.8642857142857
"1140816_937_78750","Botola Pro 25/26",,0,0,0,0,,,,74.42,,6.64
"1140816_937_65433","Botola Pro 24/25",,1,0,2,0,,,,56.98,,6.6818181818182
"1140816_937_54108","Botola Pro 23/24",,1,0,0,0,,,,60,,6.96
"2296501_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.5
"2125677_937_78750","Botola Pro 25/26",,0,0,0,0,,,,76.83,,6.62
"1140961_937_78750","Botola Pro 25/26",,1,1,2,0,,,,67.49,,6.825
"1140961_937_65433","Botola Pro 24/25",,7,3,4,0,,,,72.61,,7.0555555555556
"1140961_637_77585","African Nations Championship 2025",,0,1,1,0,,,0,69.791666666667,,6.66
"912144_937_78750","Botola Pro 25/26",,1,0,0,0,,,,82.55,,6.8375
"912144_637_77585","African Nations Championship 2025",,0,0,0,0,,,2,81.481481481481,,6.9
"912144_1848_41862","Africa Cup of Nations Qual. 2023",,0,,0,0,,,0,88,,6.5
"1525299_937_78750","Botola Pro 25/26",,0,0,0,0,,,,77.37,,6.86
"1525299_937_65433","Botola Pro 24/25",,2,0,3,0,,,,77.71,,6.8391304347826
"1525299_937_54108","Botola Pro 23/24",,1,0,5,1,,,,78.07,,6.8307692307692
"1920160_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"1177366_937_78750","Botola Pro 25/26",,0,0,1,1,,,,79.59,,6.62
"1177366_1054_38336","CAF Champions League 21/22",,0,0,0,0,,,0,100,,0
"1140899_937_78750","Botola Pro 25/26",,0,0,2,0,,,,79.04,,6.6875
"1140899_937_65433","Botola Pro 24/25",,0,1,4,1,,,,84.76,,6.6107142857143
"1140899_937_54108","Botola Pro 23/24",,0,0,1,0,,,,86.76,,6.6
"2161836_937_78750","Botola Pro 25/26",,0,0,0,0,,,,73.58,,6.7
"2161836_937_65433","Botola Pro 24/25",,0,0,1,0,,,,,,
"2127598_937_78750","Botola Pro 25/26",,0,0,0,0,,,,78.95,,6.45
"2127598_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"919555_937_78750","Botola Pro 25/26",,0,0,1,0,,,,83.19,,6.925
"919555_937_65433","Botola Pro 24/25",,1,0,7,0,,,,90.17,,6.9296296296296
"919555_709_53263","Misli Premier League 23/24",,0,1,4,0,,,,90.81,,7.0307692307692
"2002209_937_78750","Botola Pro 25/26",,1,0,0,0,,,,81.18,,7.1333333333333
"2002209_1054_64021","CAF Champions League 24/25",,0,0,0,0,,,0,74,,6.5166666666667
"1140962_937_78750","Botola Pro 25/26",,0,0,2,0,,,,84.71,,6.76
"1004256_937_78750","Botola Pro 25/26",,0,0,2,0,,,,71.56,,6.8166666666667
"919738_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"919738_16641_56055","Premier League 23/24",,1,1,0,0,,,,,,
"919738_16641_46756","Premier League 22/23",,2,,2,0,,,,,,
"1004256_937_78750","Botola Pro 25/26",,0,0,2,0,,,,71.56,,6.8166666666667
"1004256_937_65433","Botola Pro 24/25",,0,2,9,2,,,,71.81,,6.72
"1004427_937_65433","Botola Pro 24/25",,0,2,6,0,,,,80.71,,6.8708333333333
"1004427_937_54108","Botola Pro 23/24",,1,0,6,0,,,,84.01,,7.2884615384615
"1919273_937_78750","Botola Pro 25/26",,0,0,3,0,,,,84.44,,6.7875
"1919273_937_65433","Botola Pro 24/25",,4,0,4,0,,,,86.32,,6.7294117647059
"1919290_937_78750","Botola Pro 25/26",,0,0,0,0,,,,73.44,,6.7142857142857
"1919290_937_65433","Botola Pro 24/25",,0,0,4,0,,,,75.06,,6.4736842105263
"1919297_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.7
"1919297_937_65433","Botola Pro 24/25",,0,0,1,0,,,,77.94,,6.55
"1919330_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1919330_937_65433","Botola Pro 24/25",,0,0,0,0,,,,82,,6.6
"1919330_720_78745","Abissnet Superiore 25/26",,0,0,0,0,,,,0,,6.5
"2268400_937_78750","Botola Pro 25/26",,0,0,1,0,,,,58.44,,5.9
"794543_937_78750","Botola Pro 25/26",,0,0,0,0,,,,79.01,,7.175
"794543_13_56249","World Cup Qual. CAF  2025",,0,0,0,0,,,,,,
"794543_1848_58857","Africa Cup of Nations Qual. 2024",,0,0,0,0,,,0,64.383561643836,,7.375
"970634_937_65433","Botola Pro 24/25",,0,0,3,0,,,,86.94,,6.6625
"1920270_937_65433","Botola Pro 24/25",,0,0,0,0,,,,66.67,,6.4
"2140735_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,6.5
"1916066_937_78750","Botola Pro 25/26",,1,0,1,0,,,,67.61,,6.825
"1916066_2063_74632","U20 Africa Cup of Nations 2025",,0,0,0,0,,,,0,,6.9
"1004247_937_78750","Botola Pro 25/26",,0,1,3,0,,,,80.18,,6.7
"1004247_937_65433","Botola Pro 24/25",,5,1,6,0,,,,77.32,,7.1222222222222
"1004247_937_54108","Botola Pro 23/24",,3,2,6,0,,,,83.45,,6.7884615384615
"1897485_937_78750","Botola Pro 25/26",,0,0,0,0,,,,68.97,,6.6571428571429
"1897485_937_65433","Botola Pro 24/25",,0,1,0,0,,,,80,,6.6142857142857
"1014439_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1014439_937_65433","Botola Pro 24/25",,1,0,0,0,,,,,,
"2265920_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.7
"788969_937_78750","Botola Pro 25/26",,1,1,0,0,,,,77.64,,6.8
"788969_937_65433","Botola Pro 24/25",,5,4,2,0,,,,78.05,,7.1833333333333
"788969_937_54108","Botola Pro 23/24",,0,0,0,0,,,,80.26,,6.8
