id,name,age,nationality,height,preferred_foot,preferred_positions,market_value,current_club_id
1191484,Nawfal Chninak,19,Morocco,180,,Centre-Forward,€10k,12721
683336,Faouzi Abdoul Mutalib,32,Morocco,0,,Defensive Midfield,€325k,12721
717214,Zakaria Kiani,28,Morocco,170,right,Right-Back,€450k,12721
240721,Mohamed Saoud,29,Morocco,186,right,Centre-Back,€400k,12721
245202,Anass Lamrabat,32,Morocco,0,left,Left-Back,€250k,12721
836632,Youssef Laghzal,24,Morocco,0,,Goalkeeper,€50k,12721
859901,Bilal El Ouadghiri,24,Morocco,186,,Centre-Back,€450k,12721
203378,Zakaria Bakkali,29,Belgium,170,right,Left Winger,€175k,12721
507358,Haytham El Bahja,32,Morocco,175,left,Right Winger,€275k,12721
1333330,Louay El Moussaoui,21,Morocco,0,,Left-Back,€10k,12721
1303960,Papa Magueye Gaye,19,Senegal,0,,Centre-Forward,€100k,12721
846673,Amine El Ouaad,30,Morocco,0,,Goalkeeper,€350k,12721
660039,Ennaama El Bellali,27,Morocco,190,right,Defensive Midfield,€350k,12721
1064714,Akram El Wahabi,21,Spain,0,Ittihad Tanger,Centre-Back,€10k,12721
1204741,Livty Kpolo,23,France,0,,Centre-Forward,€25k,12721
77385,Mohsine Moutaouali,39,Morocco,174,right,Attacking Midfield,€75k,12721
1183709,Adam Darazi,20,France,172,right,Defensive Midfield,€10k,12721
240714,Ahmed Chentouf,29,Morocco,0,,Central Midfield,€75k,12721
461581,Malcolm Barcola,26,Togo,195,right,Goalkeeper,€50k,12721
701611,Jawad Ghabra,31,Morocco,184,right,Right Winger,€325k,12721
823072,Oussama Al Aiz,24,Morocco,0,,Centre-Back,€275k,12721
972603,Hamza El Moudene,30,Morocco,0,right,Central Midfield,€250k,12721
1307015,Antoine Chiniard,19,France,0,,Midfield,,12721
1416877,Hamza Founti,25,Morocco,0,,Centre-Forward,€50k,4697
1033957,Ismail Mihrab,29,Morocco,173,left,Right Winger,€375k,4697
1370977,Mohamed Welé,23,Senegal,187,left,Centre-Back,,4697
1133028,Redouane Mennioui,26,Morocco,188,right,Centre-Back,€150k,4697
902834,Hamza Zagmouzi,23,Morocco,0,both,Attack,€10k,4697
1262531,Younes El Bahraoui,20,Morocco,180,right,Centre-Forward,€250k,4697
1204104,Claude Gnolou,23,Cote d'Ivoire,170,right,Defensive Midfield,€350k,4697
1267056,Akram El Hamdaoui,30,Morocco,0,,Centre-Back,€175k,4697
530999,Mohamed Baayou,32,Morocco,182,,Goalkeeper,€50k,4697
231941,Khalid Boutaïb,38,Morocco,189,right,Centre-Forward,€125k,4697
1230677,Ismail Gazaoui,27,Morocco,0,,Right-Back,€10k,4697
867271,Mohamed Jemjami,26,Morocco,188,right,Goalkeeper,€150k,4697
840926,Youssef Raiani,27,Morocco,186,left,Central Midfield,€100k,4697
1043567,Mohamed Elabdi,28,Morocco,180,left,Left-Back,€150k,4697
588635,Johnstone Omurwa,27,Kenya,191,right,Centre-Back,€450k,4697
720443,Oussama Haffari,26,Morocco,170,left,Left Winger,€75k,4697
1440454,Hamza Fassoukh,26,Morocco,175,right,Right-Back,€150k,4697
841119,Saleh Essallami,29,Morocco,0,right,Left Winger,€175k,4697
990144,Nadir Lougmani,23,Morocco,173,,Right-Back,€250k,4697
1188206,Yaya Diassy,21,Senegal,196,right,Central Midfield,€25k,4697
1258577,Mohamed Adam Benhita,0,Morocco,0,YSI Football,Centre-Back,€100k,4697
717223,Jad Assouab,30,Morocco,189,right,Centre-Back,€325k,4697
902813,Khalil Tamrani,24,Morocco,0,,Attacking Midfield,€10k,4697
1269733,Souleymane Cissé,25,Senegal,182,right,Left Winger,€75k,4697
951671,Ousseini Badamassi,28,Niger,0,,Central Midfield,€75k,4697
1048594,Ismail El Alami,26,Morocco,190,left,Centre-Back,€10k,4697
691877,Jawad Khalouk,27,Morocco,174,left,Left-Back,€25k,4697
841118,Oussama Mahrous,30,Morocco,0,,Central Midfield,€250k,4697
841736,Hamza El Janati,26,Morocco,183,right,Right Winger,€500k,4697
1203849,Hamza Smaali,26,Morocco,0,,Midfield,€10k,4697
1410532,Anass Rachak,18,Morocco,190,right,Goalkeeper,,4697
1459207,Hamza Rafaa,24,Morocco,0,,Midfield,€25k,4697
536879,Youssef Zghoudi,33,Morocco,182,both,Right Winger,€225k,4697
519245,Ibrahim El Omari,29,Morocco,190,,Centre-Forward,€25k,4697
897139,Naoufal Ait Oubna,24,Morocco,0,,Goalkeeper,€25k,4697
885446,Hassan Doughmi,25,Morocco,185,right,Goalkeeper,€200k,103954
1338344,Jalal-Eddine El Khfiyef,25,Morocco,165,left,Attacking Midfield,€175k,103954
1338402,Anas Alami Harraki,21,Morocco,180,both,Defensive Midfield,€10k,103954
1338340,Mohamed Ahayaoui,23,Morocco,0,,Central Midfield,€10k,103954
1297881,Fahd El Kaaba,21,Morocco,0,,Midfield,€10k,103954
1203683,Mouhcine Boussanane,33,Morocco,182,right,Centre-Forward,€75k,103954
1338336,Adil Khalloufi,26,Morocco,0,,Central Midfield,€175k,103954
244921,Mohamed Nasser Allah Jamal,28,Morocco,178,right,Centre-Back,€10k,103954
1338946,Hatim Mrabet,28,Morocco,0,,Left-Back,€25k,103954
1260898,Moad Kharjan,28,Morocco,0,,Defensive Midfield,€25k,103954
799020,Ayoub El Bouadli,26,Morocco,173,right,Attacking Midfield,€10k,103954
1133029,Mehdi Balouk,30,Morocco,0,,Centre-Forward,€200k,103954
1338337,Saad Salih,22,Morocco,183,left,Right Winger,€10k,103954
1203885,Anas Lagziri,31,Morocco,0,,Defensive Midfield,€10k,103954
1293625,Ilyass Badri,27,Morocco,181,right,Centre-Back,€10k,103954
1256586,Nassim Azzoubairi,30,Morocco,0,,Left-Back,€175k,103954
1338434,Ismail Sayad,27,Morocco,0,,Goalkeeper,€150k,103954
903847,Achraf Zine,25,Morocco,191,right,Centre-Back,€200k,103954
902853,Hafs Kasbi,23,Morocco,0,,Goalkeeper,€25k,103954
502657,Anas Jabroun,28,Morocco,169,right,Left Winger,€75k,103954
234897,Abdelali Khouch,28,Morocco,0,both,Left-Back,€25k,103954
375626,Youssef Legnibi,30,Morocco,183,both,Defensive Midfield,€25k,103954
625170,Ilyas Bougafer,22,Morocco,0,right,Left Winger,€10k,103954
1260850,Ibrahim Boumalk,27,Morocco,0,left,Attacking Midfield,€10k,103954
1338341,Youness Noussir,31,Morocco,0,,Right-Back,€125k,103954
499513,Zakaria Fati,33,Morocco,175,,Left Winger,€225k,103954
736943,Yassine Morsil,27,Morocco,184,right,Right-Back,€100k,103954
375629,Zouhair Marour,30,Morocco,182,left,Centre-Back,€300k,103954
262895,Soufyan Ahannach,30,Netherlands,179,right,Left Winger,€300k,103954
1268379,Brahim Mansouri,29,Morocco,0,right,Right Winger,€175k,103954
1338250,Salah Eddine Essalehy,21,Morocco,0,,Left Winger,€10k,59771
902800,Mohamed Idar,39,Morocco,0,right,Goalkeeper,€50k,59771
1338253,Salah Eddine Abderahim,21,Morocco,178,both,Centre-Forward,€10k,59771
1338805,Mounir El Gouj,22,Morocco,0,,Midfield,€10k,59771
1211423,Hamza Saoud,29,Morocco,0,,Attacking Midfield,€125k,59771
1207194,Brahim Amzili,32,Morocco,0,right,Midfield,€125k,59771
689433,Yassine Boughaz,32,Morocco,177,right,Centre-Back,€25k,59771
949538,Cheick Keita,26,Mali,188,right,Centre-Back,€150k,59771
925830,Mouhcine Boumlik,28,Morocco,184,left,Centre-Back,€25k,59771
1207223,Redouane Oubidar,27,Morocco,0,right,Midfield,€150k,59771
1211503,Hafid Id Said,27,Morocco,184,right,Goalkeeper,€10k,59771
1338256,Khalid Raiss,22,Morocco,185,,Midfield,€10k,59771
1261669,Ismail Soubai,25,Morocco,182,right,Centre-Back,€25k,59771
1229756,Tarik El Koutouby,29,Morocco,0,,Goalkeeper,€10k,59771
902833,Mohamed Hamdi,32,Morocco,175,right,Central Midfield,€10k,59771
1211424,Amine Aghou,27,Morocco,178,right,Centre-Forward,€125k,59771
1274437,Aboujemaa Ameur,21,Morocco,187,left,Centre-Back,€125k,59771
902816,Brahim Ait Hammou,27,Morocco,0,right,Right Winger,€75k,59771
1274414,Abdellah Manni,22,Morocco,0,,Defender,€10k,59771
238120,Ayoub Benaadi,32,Morocco,0,,Attacking Midfield,€250k,59771
1203860,Yassine Jabrane,25,Morocco,190,right,Left Winger,€75k,59771
733894,Younes El Khafi,31,Morocco,178,left,Left-Back,€100k,59771
211632,Youssef Fahmi,28,Morocco,0,right,Defensive Midfield,€50k,59771
859897,Mohssine Abba,25,Morocco,178,left,Centre-Forward,€50k,59771
996378,Hamza Jananallah,25,Morocco,0,left,Left Midfield,€75k,59771
1338252,Mohamed Adjar,23,Morocco,0,,Attacking Midfield,€25k,59771
1173700,Hicham Ait Brayem,29,Morocco,0,right,Right-Back,€175k,59771
1261753,Omar Ouddah,27,Morocco,179,both,Defensive Midfield,€25k,59771
1261675,Reda Abardi,33,Morocco,0,,Centre-Forward,€175k,59771
1172369,Mohamed Habbali,33,Morocco,166,,Right Winger,€200k,59771
857712,Charaf-Eddine Boulahroud,24,Morocco,180,right,Central Midfield,€10k,59771
902848,Soufiane Jazouli,30,Morocco,0,left,Left Winger,€10k,59771
1338251,Anass Aziz,0,Morocco,0,,Midfield,€10k,59771
