tm_id,tm_name,sofascore_id,sofascore_name,match_score
1203684,Abdellatif El Bajjani,1919276.0,Abdellatif El Bajjani,1.0
499511,Marouane Fakhr,1103558.0,Marouane Ouhrou,0.76
800592,Taha Al Achbili,1095733.0,Taha Alachbili,0.97
1060545,Ousmane Diallo,1457867.0,Ousmane Diallo,1.0
727252,Bilal Soufi,1140922.0,Bilal Soufi,1.0
1309132,Ahmed Rhailouf,1923776.0,Ahmed Rhailouf,1.0
1262530,Reda Ait Boughima,1468076.0,Reda Ait Boughima,1.0
665743,Moustapha Chichane,1010827.0,Moustapha Chichane,1.0
667972,Youssef Aoujdal,1000440.0,Youssef Aoujdal,1.0
727075,Mohamed Ferni,1008634.0,Mohamed Ferni,1.0
738953,Ismail Gourad,1095728.0,Ismail Gourad,1.0
1203850,Oussama Benchchaoui,1919297.0,Oussama Benchchaoui,1.0
820480,Youssef Michte,1140899.0,Youssef Michte,1.0
1210182,Ayoub El Khafi,2161836.0,Ayoub El Khaffi,0.97
235116,Marouane Hadhoudi,919555.0,Marouane Hadhoudi,1.0
1422476,Zakaria Oubraim,2268400.0,Zakaria Oubraim,1.0
1087382,Aymane Takoua,1919307.0,Aymane Takoua,1.0
366775,Achraf Al Idrissi,919738.0,Achraf El Idrissi,0.94
738071,Romuald Dacosta,1029681.0,Romuald Dacosta,1.0
176573,Babacar Niasse,794543.0,Babacar Niasse,1.0
717216,Marouane Lemzaouri,1004256.0,Marouane Lemzaouri,1.0
617595,Marouane Bessak,970634.0,Marouane Bessak,1.0
1336614,Papa Souley Diallo,,,0.62
1210187,Mohamed Hilali,2127598.0,Mohamed Hilali,1.0
275262,Omar Jerrari,1004427.0,Omar Jerrari,1.0
1178984,Hamza Malki,1545318.0,Hamza Malki,1.0
863506,Khalid Baba,1140961.0,Khalid Baba,1.0
891953,Abderrazak Ennakouss,1140816.0,Abderrazak Ennakouss,1.0
1172375,Brahim El Idrissi Bouzidi,1525299.0,Brahim El Idrissi Bouzidi,1.0
1307857,Ayoub Ait Wahmane,1920270.0,Ayoub Ait Wahmane,1.0
1273576,Abdellah Ziani,1874639.0,Abdallah Ziani,0.93
1076078,Yassine Fatine,1919273.0,Yassine Fatine,1.0
1302320,Abdoulaye Sanogo,2002209.0,Abdoulaye Sanogo,1.0
902827,Soufiane Abaaziz,1919290.0,Soufiane Abaaziz,1.0
840930,Imad Sabik,2296501.0,Imad Sabik,1.0
882909,Mohamed Bentarcha,1140962.0,Mohamed Bentarcha,1.0
1002677,Mouad Mouchtanim,1177366.0,Mouad Mouchtanim,1.0
1004272,Yassine Lamine,1404139.0,Yassine Lamine,1.0
1307908,Houdaifa Jamaäne,1920160.0,Hiudaifa Jamaane,0.94
321629,Moctar El Hacen,912144.0,Moctar El Hacen,1.0
539612,Siriky Sanogo,930851.0,Siriki Sanogo,0.92
496570,Badr Gaddarine,882322.0,Badr Gaddarine,1.0
1191484,Nawfal Chninak,2265920.0,Nawfal Chninak,1.0
683336,Faouzi Abdoul Mutalib,1004540.0,Faouzi Abdoul Mutalib,1.0
717214,Zakaria Kiani,1004260.0,Zakaria Kiani,1.0
240721,Mohamed Saoud,359288.0,Mohamed Saoud,1.0
245202,Anass Lamrabat,782500.0,Anas Lamrabat,0.96
836632,Youssef Laghzal,1095734.0,Youssef Laghzal,1.0
859901,Bilal El Ouadghiri,1140920.0,Bilal El Ouadghiri,1.0
203378,Zakaria Bakkali,285941.0,Zakaria Bakkali,1.0
507358,Haytham El Bahja,1004547.0,Haytham El Bahja,1.0
